Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"22964","","","None","172.20.241.44","tcp","8089","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
"
"22964","","","None","172.20.241.44","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A TLSv1.2 server answered on this port.
"
"22964","","","None","172.20.241.44","tcp","22","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","An SSH server is running on this port."
"22964","","","None","172.20.241.44","tcp","8000","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port."
"22964","","","None","172.20.241.44","tcp","8089","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2."
"22964","","","None","172.20.241.44","tcp","8191","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","MongoDB HTTP is running on this port."
"22964","","","None","172.20.241.44","tcp","8834","Service Detection","The remote service could be identified.","Nessus was able to identify the remote service by its banner or by
looking at the error message it sends when it receives an HTTP
request.","n/a","","A web server is running on this port through TLSv1.2."
"24260","","","None","172.20.241.44","tcp","8834","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive and HTTP pipelining are enabled,
etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
SSL : yes
Keep-Alive : no
Options allowed : (Not implemented)
Headers :

  Cache-Control: 
  X-Frame-Options: DENY
  Etag: 947e1932d925f6bd84851d2f0dffa0ef
  Content-Type: text/html
  Date: : Fri, 30 Nov 2018 18:49:13 GMT
  Connection: close
  Server: NessusWWW
  Content-Length: 715
  Expires: 0
  Pragma: 
  
Response Body :

<!doctype html>
<html lang=""en"">
    <head>
        <meta http-equiv=""X-UA-Compatible"" content=""IE=edge,chrome=1"" />
        <meta http-equiv=""Content-Security-Policy"" content=""default-src 'self'; img-src 'self' data:; style-src 'self' 'unsafe-inline';"" />
        <meta name=""viewport"" content=""width=device-width, initial-scale=1"">
        <meta charset=""utf-8"" />
        <title>Nessus</title>
        <link rel=""stylesheet"" href=""nessus6.css?v=1540833281346"" />
        <!--[if lt IE 11]>
            <script>
                window.location = '/unsupported6.html';
            </script>
        <![endif]-->
        <script src=""nessus6.js?v=1540833281346""></script>
    </head>
    <body>
    </body>
</html>
"
"25202","","","None","172.20.241.44","tcp","0","Enumerate IPv6 Interfaces via SSH","Nessus was able to enumerate the IPv6 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv6 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable IPv6 if you are not actually using it. Otherwise, disable any
unused IPv6 interfaces.","","
The following IPv6 interfaces are set on the remote host :

 - fe80::20c:29ff:fef9:580d (on interface ens160)
 - ::1 (on interface lo)
"
"25203","","","None","172.20.241.44","tcp","0","Enumerate IPv4 Interfaces via SSH","Nessus was able to enumerate the IPv4 interfaces on the remote host.","Nessus was able to enumerate the network interfaces configured with
IPv4 addresses by connecting to the remote host via SSH using the
supplied credentials.","Disable any unused IPv4 interfaces.","","
The following IPv4 addresses are set on the remote host :

 - 172.20.241.44 (on interface ens160)
 - 127.0.0.1 (on interface lo)
"
"25221","","","None","172.20.241.44","tcp","139","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 26017
  Executable   : /usr/sbin/smbd
  Command line : /usr/sbin/smbd --foreground --no-process-group 
"
"25221","","","None","172.20.241.44","tcp","22","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 1217
  Executable   : /usr/sbin/sshd
  Command line : /usr/sbin/sshd -D 
"
"25221","","","None","172.20.241.44","tcp","445","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 26017
  Executable   : /usr/sbin/smbd
  Command line : /usr/sbin/smbd --foreground --no-process-group 
"
"25221","","","None","172.20.241.44","tcp","8000","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 14754
  Executable   : /opt/splunk/bin/splunkd
  Command line : splunkd -p 8089 restart 
"
"25221","","","None","172.20.241.44","tcp","8089","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 14754
  Executable   : /opt/splunk/bin/splunkd
  Command line : splunkd -p 8089 restart 
"
"25221","","","None","172.20.241.44","tcp","8191","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 14768
  Executable   : /opt/splunk/bin/mongod
  Command line : mongod --dbpath=/opt/splunk/var/lib/splunk/kvstore/mongo --storageEngine=mmapv1 --port=8191 --timeStampFormat=iso8601-utc --smallfiles --oplogSize=200 --keyFile=/opt/splunk/var/lib/splunk/kvstore/mongo/splunk.key --setParameter=enableLocalhostAuthBypass=0 --setParameter=oplogFetcherSteadyStateMaxFetcherRestarts=0 --replSet=B3945A5B-8B21-4B0C-AAD0-78A89F999F0D --bind_ip=0.0.0.0 --sslMode=requireSSL --sslAllowInvalidHostnames --sslPEMKeyFile=/opt/splunk/etc/auth/server.pem --sslPEMKeyPassword=xxxxxxxx --sslDisabledProtocols=noTLS1_0,noTLS1_1 --sslCipherConfig=ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-RSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-RSA-AES256-SHA384:ECDHE-ECDSA-AES128-SHA256:ECDHE-RSA-AES128-SHA256:ECDH-ECDSA-AES256-GCM-SHA384:ECDH-ECDSA-AES128-GCM-SHA256:ECDH-ECDSA-AES128-SHA256:AES256-GCM-SHA384:AES128-GCM-SHA256:AES128-SHA256 --nounixsocket --noscripting 
"
"25221","","","None","172.20.241.44","tcp","8834","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 1187
  Executable   : /opt/nessus/sbin/nessusd
  Command line : nessusd -q 
"
"25221","","","None","172.20.241.44","tcp","9997","Remote listeners enumeration (Linux / AIX)","Using the supplied credentials, it was possible to identify the
process listening on the remote port.","By logging into the remote host with the supplied credentials, Nessus
was able to obtain the name of the process listening on the remote
port.

Note that the method used by this plugin only works for hosts running
Linux or AIX.","n/a","","
  Process ID   : 14754
  Executable   : /opt/splunk/bin/splunkd
  Command line : splunkd -p 8089 restart 
"
"25240","","","None","172.20.241.44","tcp","445","Samba Server Detection","An SMB server is running on the remote host.","The remote host is running Samba, a CIFS/SMB server for Linux and
Unix.","n/a","https://www.samba.org/",""
"33276","","","None","172.20.241.44","tcp","0","Enumerate MAC Addresses via SSH","Nessus was able to enumerate MAC addresses on the remote host.","Nessus was able to enumerate MAC addresses by connecting to the remote
host via SSH with the supplied credentials.","Disable any unused interfaces.","","
The following MAC address exists on the remote host :

  - 00:0c:29:f9:58:0d (interface ens160)
"
"34098","","","None","172.20.241.44","tcp","0","BIOS Info (SSH)","BIOS info could be read.","Using SMBIOS and UEFI, it was possible to get BIOS info.","N/A","","Version      : 6.00
Vendor       : Phoenix Technologies LTD
Release Date : 04/05/2016
UUID         : F0B84D56-A72F-3B13-414C-F6CF72F9580D
Secure boot  : disabled
"
"35351","","","None","172.20.241.44","tcp","0","System Information Enumeration (via DMI)","Information about the remote system's hardware can be read.","Using the SMBIOS (aka DMI) interface, it was possible to retrieve
information about the remote system's hardware, such as its product
name and serial number.","n/a","","Chassis Information
  Serial Number : None
  Version       : N/A
  Manufacturer  : No Enclosure
  Lock          : Not Present
  Type          : Other

System Information
  Serial Number : VMware-56 4d b8 f0 2f a7 13 3b-41 4c f6 cf 72 f9 58 0d
  Version       : None
  Manufacturer  : VMware, Inc.
  Product Name  : VMware Virtual Platform
  Family        : Not Specified

"
"35716","","","None","172.20.241.44","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

00:0C:29:F9:58:0D : VMware, Inc.
"
"43111","","","None","172.20.241.44","tcp","8089","HTTP Methods Allowed (per directory)","This plugin determines which HTTP methods are allowed on various CGI
directories.","By calling the OPTIONS method, it is possible to determine which HTTP 
methods are allowed on each directory. 

As this list may be incomplete, the plugin also tests - if 'Thorough
tests' are enabled or 'Enable web applications tests' is set to 'yes'
in the scan policy - various known HTTP methods on each directory and
considers them as unsupported if it receives a response code of 400,
403, 405, or 501. 

Note that the plugin output is only informational and does not
necessarily indicate the presence of any security vulnerabilities.","n/a","","Based on the response to an OPTIONS request :

  - HTTP methods GET HEAD OPTIONS are allowed on : 

    /

"
"45410","","","None","172.20.241.44","tcp","8089","SSL Certificate 'commonName' Mismatch","The 'commonName' (CN) attribute in the SSL certificate does not match
the hostname.","The service running on the remote host presents an SSL certificate for
which the 'commonName' (CN) attribute does not match the hostname on
which the service listens.","If the machine has several names, make sure that users connect to the
service through the DNS hostname that matches the common name in the
certificate.","","
The host name known by Nessus is :

  ubuntusplunk

The Common Name in the certificate is :

  splunkserverdefaultcert
"
"45411","","5.0","Medium","172.20.241.44","tcp","8089","SSL Certificate with Wrong Hostname","The SSL certificate for this service is for a different host.","The 'commonName' (CN) attribute of the SSL certificate presented for
this service is for a different machine.","Purchase or generate a proper certificate for this service.","","
The identities known by Nessus are :

  127.0.0.1
  172.20.241.44
  ::1
  fe80::20c:29ff:fef9:580d
  ubuntusplunk

The Common Name in the certificate is :

  SplunkServerDefaultCert
"
"45432","","","None","172.20.241.44","tcp","0","Processor Information (via DMI)","Nessus was able to read information about the remote system's
processor.","Nessus was able to retrieve information about the remote system's
hardware, such as its processor type, by using the SMBIOS (aka DMI)
interface.","n/a","","
Nessus detected 3 processors :

Current Speed   : 1800 MHz
Version         : Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz
Manufacturer    : GenuineIntel
External Clock  : Unknown
Status          : Populated, Enabled
Family          : Unknown
Type            : Central Processor

Current Speed   : 1800 MHz
Version         : Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz
Manufacturer    : GenuineIntel
External Clock  : Unknown
Status          : Populated, Enabled
Family          : Unknown
Type            : Central Processor

Current Speed   : 1800 MHz
Version         : Intel(R) Xeon(R) CPU E5-2603 0 @ 1.80GHz
Manufacturer    : GenuineIntel
External Clock  : Unknown
Status          : Populated, Enabled
Family          : Unknown
Type            : Central Processor
"
"45433","","","None","172.20.241.44","tcp","0","Memory Information (via DMI)","Information about the remote system's memory devices can be read.","Using the SMBIOS (aka DMI) interface, it was possible to retrieve
information about the remote system's memory devices, such as the
total amount of installed memory.","n/a","","
Total memory : 15000 MB"
"45590","","","None","172.20.241.44","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE : 

  cpe:/o:canonical:ubuntu_linux:18.04

Following application CPE's matched on the remote system :

  cpe:/a:openbsd:openssh:7.6
  cpe:/a:samba:samba:4.7.6
"
"46215","","","None","172.20.241.44","tcp","0","Inconsistent Hostname and IP Address","The remote host's hostname is not consistent with DNS information.","The name of this machine either does not resolve or resolves to a
different IP address. 

This may come from a badly configured reverse DNS or from a host file
in use on the Nessus scanning host. 

As a result, URLs in plugin output may not be directly usable in a web
browser and some web tests may be incomplete.","Fix the reverse DNS or host file.","","The host name 'ubuntusplunk' resolves to 127.0.0.1, not to 172.20.241.44"
"47619","","","None","172.20.241.44","tcp","8000","Splunk Web Detection","An infrastructure monitoring tool is running on the remote host.","The web interface for Splunk is running on the remote host. Splunk is
a search, monitoring, and reporting tool for system administrators.","n/a","https://www.splunk.com/en_us/software.html","
  URL           : http://172.20.241.44:8000/
  Version       : 7.2.0
  License       : Enterprise
  Web interface : 1
"
"49069","","","None","172.20.241.44","tcp","8089","Splunk Management API Detection","An infrastructure monitoring tool is running on the remote host.","The remote web server is an instance of the Splunk management API.
Splunk is a search, monitoring, and reporting tool for system
administrators.","Limit incoming traffic to this port if desired.","https://www.splunk.com/en_us/software.html
http://dev.splunk.com/restapi
http://www.nessus.org/u?3aa0f4e2
https://www.splunk.com/en_us/download/universal-forwarder.html","
  URL            : https://172.20.241.44:8089/
  Version        : unknown
  Management API : 1
"
"51192","","6.4","Medium","172.20.241.44","tcp","8089","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper certificate for this service.","https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : C=US/ST=CA/L=San Francisco/O=Splunk/CN=SplunkCommonCA/E=support@splunk.com
|-Issuer  : C=US/ST=CA/L=San Francisco/O=Splunk/CN=SplunkCommonCA/E=support@splunk.com
"
"51192","","6.4","Medium","172.20.241.44","tcp","8834","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate cannot be trusted. This situation can
occur in three different ways, in which the chain of trust can be
broken, as stated below :

  - First, the top of the certificate chain sent by the
    server might not be descended from a known public
    certificate authority. This can occur either when the
    top of the chain is an unrecognized, self-signed
    certificate, or when intermediate certificates are
    missing that would connect the top of the certificate
    chain to a known public certificate authority.

  - Second, the certificate chain may contain a certificate
    that is not valid at the time of the scan. This can
    occur either when the scan occurs before one of the
    certificate's 'notBefore' dates, or after one of the
    certificate's 'notAfter' dates.

  - Third, the certificate chain may contain a signature
    that either didn't match the certificate's information
    or could not be verified. Bad signatures can be fixed by
    getting the certificate with the bad signature to be
    re-signed by its issuer. Signatures that could not be
    verified are the result of the certificate's issuer
    using a signing algorithm that Nessus either does not
    support or does not recognize.

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper certificate for this service.","https://www.itu.int/rec/T-REC-X.509/en
https://en.wikipedia.org/wiki/X.509","
The following certificate was at the top of the certificate
chain sent by the remote host, but it is signed by an unknown
certificate authority :

|-Subject : O=Nessus Users United/OU=Nessus Server/L=New York/C=US/ST=NY/CN=ubuntusplunk
|-Issuer  : O=Nessus Users United/OU=Nessus Certification Authority/L=New York/C=US/ST=NY/CN=Nessus Certification Authority
"
"54615","","","None","172.20.241.44","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 100
"
"55472","","","None","172.20.241.44","tcp","0","Device Hostname","It was possible to determine the remote system hostname.","This plugin reports a device's hostname collected via SSH or WMI.","n/a","","
  Hostname : ubuntusplunk
    ubuntusplunk (hostname command)"
"56310","","","None","172.20.241.44","tcp","0","Firewall Rule Enumeration","A firewall is configured on the remote host.","Using the supplied credentials, Nessus was able to get a list of
firewall rules from the remote host.","n/a","","
By running ""lsmod | grep -q iptable_mangle && iptables -L -n -v -t mangle"", Nessus was able to get the 
following list of firewall rules :

Chain PREROUTING (policy ACCEPT 2888K packets, 1794M bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain INPUT (policy ACCEPT 2887K packets, 1793M bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain FORWARD (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain OUTPUT (policy ACCEPT 2974K packets, 1234M bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain POSTROUTING (policy ACCEPT 2975K packets, 1234M bytes)
 pkts bytes target     prot opt in     out     source               destination         

By running ""lsmod | grep -q _conntrack_ipv4 && iptables -L -n -v -t nat"", Nessus was able to get the 
following list of firewall rules :

Chain PREROUTING (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain INPUT (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain OUTPUT (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain POSTROUTING (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

By running ""lsmod | grep -q iptable_filter && iptables -L -n -v -t filter"", Nessus was able to get the 
following list of firewall rules :

Chain INPUT (policy ACCEPT 2887K packets, 1793M bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain FORWARD (policy ACCEPT 0 packets, 0 bytes)
 pkts bytes target     prot opt in     out     source               destination         

Chain OUTPUT (policy ACCEPT 2975K packets, 1234M bytes)
 pkts bytes target     prot opt in     out     source               destination         
"
"56468","","","None","172.20.241.44","tcp","0","Time of Last System Startup","The system has been started.","Using the supplied credentials, Nessus was able to determine when the
host was last started.","n/a","","
  reboot   system boot  4.15.0-39-generi Fri Nov 16 17:57   still running
  reboot   system boot  4.15.0-39-generi Wed Nov 14 15:43 - 17:57 (2+02:13)
  
  wtmp begins Wed Nov 14 15:43:56 2018"
"56984","","","None","172.20.241.44","tcp","8089","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.2.
"
"56984","","","None","172.20.241.44","tcp","8834","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.2.
"
"57041","","","None","172.20.241.44","tcp","8089","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","https://www.openssl.org/docs/manmaster/man1/ciphers.html
https://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
https://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    ECDHE-RSA-AES128-SHA256      Kx=ECDH        Au=RSA      Enc=AES-GCM(128)         Mac=SHA256  
    ECDHE-RSA-AES256-SHA384      Kx=ECDH        Au=RSA      Enc=AES-GCM(256)         Mac=SHA384  
    ECDHE-RSA-AES128-SHA256      Kx=ECDH        Au=RSA      Enc=AES-CBC(128)         Mac=SHA256  
    ECDHE-RSA-AES256-SHA384      Kx=ECDH        Au=RSA      Enc=AES-CBC(256)         Mac=SHA384  

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
"57582","","6.4","Medium","172.20.241.44","tcp","8089","SSL Self-Signed Certificate","The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.","Purchase or generate a proper certificate for this service.","","
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : C=US/ST=CA/L=San Francisco/O=Splunk/CN=SplunkCommonCA/E=support@splunk.com
"
"57608","","5.0","Medium","172.20.241.44","tcp","445","SMB Signing not required","Signing is not required on the remote SMB server.","Signing is not required on the remote SMB server. An unauthenticated,
remote attacker can exploit this to conduct man-in-the-middle attacks
against the SMB server.","Enforce message signing in the host's configuration. On Windows, this
is found in the policy setting 'Microsoft network server: Digitally
sign communications (always)'. On Samba, the setting is called 'server
signing'. See the 'see also' links for further details.","https://support.microsoft.com/en-us/help/887429/overview-of-server-message-block-signing
http://technet.microsoft.com/en-us/library/cc731957.aspx
http://www.nessus.org/u?74b80723
https://www.samba.org/samba/docs/current/man-html/smb.conf.5.html
http://www.nessus.org/u?a3cac4ea",""
